srn,manufacturer,mandateType,manufacturer_country,mandate_holder_chrn,mandate_holder_name,mandate_holder_uid
US-MF-000023908,Cliniqa Corporation,MF,US,CHRN-AR-20000310,"MedEnvoy Global B.V., Leidschendam-Voorburg, Zweigniederlassung Zug",CHE469344552
US-MF-000023925,"ARK Diagnostics, Inc.",MF,US,CHRN-AR-20000310,"MedEnvoy Global B.V., Leidschendam-Voorburg, Zweigniederlassung Zug",CHE469344552
US-MF-000023927,C2i Genomics Inc,MF,US,CHRN-AR-20000310,"MedEnvoy Global B.V., Leidschendam-Voorburg, Zweigniederlassung Zug",CHE469344552
US-MF-000023929,Life Technologies Corporation,MF,US,CHRN-AR-20001963,Thermo Fisher Scientific (Schweiz) AG,CHE109344297
US-MF-000024001,"Typenex Medical, LLC",MF,US,CHRN-AR-20002165,Medlife SA,CHE107507269
US-MF-000024012,Tri-Tech Forensics Inc.,MF,US,CHRN-AR-20001738,Allenspach Medical AG,CHE101808933
US-MF-000024027,NuStep LLC,MF,US,CHRN-AR-20000310,"MedEnvoy Global B.V., Leidschendam-Voorburg, Zweigniederlassung Zug",CHE469344552
US-MF-000024036,"elliquence, LLC [EN]",MF,US,CHRN-AR-20003169,BCGroup - Medical Innovation AG,CHE228963550
US-MF-000024142,"Natera, Inc.",MF,US,CHRN-AR-20002058,Qarad Suisse SA,CHE250073976
US-MF-000024148,Omega Bio-tek,MF,US,CHRN-AR-20002058,Qarad Suisse SA,CHE250073976
US-MF-000024174,Symmery Surgical Inc,MF,US,CHRN-AR-20000310,"MedEnvoy Global B.V., Leidschendam-Voorburg, Zweigniederlassung Zug",CHE469344552
US-MF-000024256,Arrow International LLC (Subsidiary of Teleflex Incorporated),MF,US,CHRN-AR-20000807,Swiss AR Services AG,CHE446369647
US-MF-000024649,"EKSO BIONICS, INC.",MF,US,CHRN-AR-20000807,Swiss AR Services AG,CHE446369647
US-MF-000024814,Diamatrix Ltd.,MF,US,CHRN-AR-20001600,Medilas AG,CHE108045604
US-MF-000024845,IC Biomedical LLC,MF,US,CHRN-AR-20000308,ACCUMED SAGL,CHE382017853
US-MF-000024855,Invotec International  Inc.,PR,US,CHRN-AR-20000811,Novimed AG,CHE109102110
US-MF-000024874,"ACell, Inc",MF,US,CHRN-AR-20001538,ILS Services Schweiz AG,CHE113223573
US-MF-000025013,"Cerenovus, Inc.",MF,US,CHRN-AR-20001458,Synthes GmbH,CHE107288802
US-MF-000025089,"Tisgen-X, Inc.",MF,US,CHRN-AR-20000571,Fumedica AG,CHE103747478
US-MF-000025162,Sigma-Aldrich Corporation,MF,US,CHRN-AR-20001035,MDSS CH GmbH,CHE469219639
US-MF-000025166,"Diazyme Laboratories, Inc",MF,US,CHRN-AR-20001035,MDSS CH GmbH,CHE469219639
US-MF-000025170,"Sekisui Diagnostics, LLC",MF,US,CHRN-AR-20001035,MDSS CH GmbH,CHE469219639
US-MF-000025219,Stryker Instruments,MF,US,CHRN-AR-20001267,Stryker-Osteonics AG,CHE376655198
US-MF-000025259,Integra LifeSciences Corporation,MF,US,CHRN-AR-20001538,ILS Services Schweiz AG,CHE113223573
US-MF-000025260,"Wright Medical Technology, Inc.",MF,US,CHRN-AR-20001267,Stryker-Osteonics AG,CHE376655198
US-MF-000025261," Tornier, Inc.",MF,US,CHRN-AR-20001267,Stryker-Osteonics AG,CHE376655198
US-MF-000025285,Spinal Kinetics LLC,MF,US,CHRN-AR-20001766,Effectum CH-REP AG,CHE450332825
US-MF-000025394,Symmetry Medical Manufacturing Inc DBA Tecomet,MF,US,CHRN-AR-20000310,"MedEnvoy Global B.V., Leidschendam-Voorburg, Zweigniederlassung Zug",CHE469344552
US-MF-000025412,"NeilMed Pharmaceuticals, Inc.",MF,US,CHRN-AR-20001035,MDSS CH GmbH,CHE469219639
US-MF-000025471,"Myriad Genetic Laboratories, Inc.",MF,US,CHRN-AR-20002058,Qarad Suisse SA,CHE250073976
US-MF-000025476,3-Point Products Inc,MF,US,CHRN-AR-20000807,Swiss AR Services AG,CHE446369647
US-MF-000025537,Pos-T-Vac,MF,US,CHRN-AR-20001416,ADMEDICS Advanced Medical Solutions AG,CHE108052449
US-MF-000025567,Quantimetrix Corporation,MF,US,CHRN-AR-20001035,MDSS CH GmbH,CHE469219639
US-MF-000025801,Waters Technologies Corporation,MF,US,CHRN-AR-20000310,"MedEnvoy Global B.V., Leidschendam-Voorburg, Zweigniederlassung Zug",CHE469344552
US-MF-000026084,Hill Laboratories Ltd.,MF,US,CHRN-AR-20001306,ALBO Healthcare GmbH,CHE115819481
US-MF-000026109,Terumo Medical Corporation,MF,US,CHRN-AR-20001345,"Terumo Deutschland GmbH, Eschborn, Zweigniederlassung Spreitenbach",CHE113968816
US-MF-000026112,Owlet Baby Care Inc,MF,US,CHRN-AR-20000310,"MedEnvoy Global B.V., Leidschendam-Voorburg, Zweigniederlassung Zug",CHE469344552
US-MF-000026189,Life Technologies Corporation,MF,US,CHRN-AR-20001963,Thermo Fisher Scientific (Schweiz) AG,CHE109344297
US-MF-000026197,Thayer Medical Corporation,MF,US,CHRN-AR-20001035,MDSS CH GmbH,CHE469219639
US-MF-000026338,Kub Technologies Inc,MF,US,CHRN-AR-20000310,"MedEnvoy Global B.V., Leidschendam-Voorburg, Zweigniederlassung Zug",CHE469344552
US-MF-000026354,On-X Life Technologies Inc.,MF,US,CHRN-AR-20000674,OMCS Medical GmbH,CHE132539953
US-MF-000026365,"Neotract, Inc.",MF,US,CHRN-AR-20000807,Swiss AR Services AG,CHE446369647
US-MF-000026394,Thrive Orthopedics,MF,US,CHRN-AR-20003877,A1CH-Rep GmbH,CHE417860705
US-MF-000026473,Pearl Inc.,MF,US,CHRN-AR-20001796,"AJW Technology Consulting GmbH, Düsseldorf, Zweigniederlassung Zürich",CHE171663901
US-MF-000026732,MiRTLE Medical LLC,MF,US,CHRN-AR-20000310,"MedEnvoy Global B.V., Leidschendam-Voorburg, Zweigniederlassung Zug",CHE469344552
US-MF-000026753,Pyrexar Medical Inc,MF,US,CHRN-AR-20000310,"MedEnvoy Global B.V., Leidschendam-Voorburg, Zweigniederlassung Zug",CHE469344552
US-MF-000026771,"Summit Medical, LLC",MF,US,CHRN-AR-20000310,"MedEnvoy Global B.V., Leidschendam-Voorburg, Zweigniederlassung Zug",CHE469344552
US-MF-000026795,"DxTx Medical, Inc.",MF,US,CHRN-AR-20001035,MDSS CH GmbH,CHE469219639
US-MF-000026832,"NxStage Medical, Inc.",MF,US,CHRN-AR-20001020,Fresenius Medical Care (Schweiz) AG,CHE106904521
US-MF-000026845,ZEUS SCIENTIFIC LLC,MF,US,CHRN-AR-20001866,COMPLIFE SWISS SA,CHE114617874
US-MF-000026862,Personal Genome Diagnostics Inc,MF,US,CHRN-AR-20000310,"MedEnvoy Global B.V., Leidschendam-Voorburg, Zweigniederlassung Zug",CHE469344552
US-MF-000026915,Nalge Nunc International Corporation,MF,US,CHRN-AR-20001963,Thermo Fisher Scientific (Schweiz) AG,CHE109344297
US-MF-000027128,NeoCoil LLC,MF,US,CHRN-AR-20000310,"MedEnvoy Global B.V., Leidschendam-Voorburg, Zweigniederlassung Zug",CHE469344552
US-MF-000027131,"Yukon Medical, LLC",MF,US,CHRN-AR-20002058,Qarad Suisse SA,CHE250073976
US-MF-000027150,Young Microbrush LLC dba Microbrush International,MF,US,CHRN-AR-20001035,MDSS CH GmbH,CHE469219639
US-MF-000027154,Proscia Inc,MF,US,CHRN-AR-20000310,"MedEnvoy Global B.V., Leidschendam-Voorburg, Zweigniederlassung Zug",CHE469344552
US-MF-000027205,"Advanced Instruments, LLC",MF,US,CHRN-AR-20002754,Nova Biomedical Schweiz GmbH,CHE278056111
US-MF-000027259,"ArcScan, Inc.",MF,US,CHRN-AR-20001035,MDSS CH GmbH,CHE469219639
US-MF-000027367,AVITA Medical Americas LLC,MF,US,CHRN-AR-20000310,"MedEnvoy Global B.V., Leidschendam-Voorburg, Zweigniederlassung Zug",CHE469344552
US-MF-000027368,Inogen Inc.,MF,US,CHRN-AR-20001336,EUmediq AG,CHE377218251
US-MF-000027428,"Vascular Solutions, LLC",MF,US,CHRN-AR-20000807,Swiss AR Services AG,CHE446369647
US-MF-000027433,"Essential Medical, Inc.",MF,US,CHRN-AR-20000807,Swiss AR Services AG,CHE446369647
US-MF-000027543,Broncus Medical Inc,MF,US,CHRN-AR-20000310,"MedEnvoy Global B.V., Leidschendam-Voorburg, Zweigniederlassung Zug",CHE469344552
US-MF-000027816,ReCor Medical Inc,MF,US,CHRN-AR-20000310,"MedEnvoy Global B.V., Leidschendam-Voorburg, Zweigniederlassung Zug",CHE469344552
US-MF-000027818,Hollister Incorporated,MF,US,CHRN-AR-20001264,Liberty Medical Switzerland AG,CHE101186445
US-MF-000027987,ZOLL Manufacturing Corporation,MF,US,CHRN-AR-20000990,ZOLL Medical Switzerland AG,CHE390563922
US-MF-000027995,AiBiomed Corp,MF,US,CHRN-AR-20010235,"Medtronic (Schweiz) AG, c/o Medtronic International Trading Sàrl",
US-MF-000028124, Varex Imaging Corporation,MF,US,CHRN-AR-20001204,Arazy Group Swiss GmbH,CHE294529912
US-MF-000028251, Entellus Medical,MF,US,CHRN-AR-20001267,Stryker-Osteonics AG,CHE376655198
US-MF-000028264,"Synovis Life Technologies, Inc.",MF,US,CHRN-AR-20002193,Baxter Healthcare SA,CHE108744932
US-MF-000028332,Cell Marque Corporation,MF,US,CHRN-AR-20000310,"MedEnvoy Global B.V., Leidschendam-Voorburg, Zweigniederlassung Zug",CHE469344552
US-MF-000028418,Bruin Biometrics LLC,MF,US,CHRN-AR-20000310,"MedEnvoy Global B.V., Leidschendam-Voorburg, Zweigniederlassung Zug",CHE469344552
US-MF-000028606,Diagnostic BioSystems,MF,US,CHRN-AR-20000310,"MedEnvoy Global B.V., Leidschendam-Voorburg, Zweigniederlassung Zug",CHE469344552
US-MF-000028644,"MC3, Inc.",MF,US,CHRN-AR-20001035,MDSS CH GmbH,CHE469219639
